Productid,ProductName,Quantity,Type,Unit_Price,Existence,Salesid,Date_Sale,Producto,Cant,Client,Total,Payment_Method,ID,Productocompra,CantC,Date,Tot,DateCA,Ingresos,Egresos,Saldo
,,,,,,520,2022-06-04,Cascanueces viejo,15,Kevin Garcia,244,Tarjeta de credito,520,Aqua,141,2022-02-01,282,2022-06-04,4802,2052,2750
,,,,,,521,2022-06-05,Aretes Plateados,98,Victor hugo,250,Efectivo,521,Aretes piedra,10,2023-02-01,40,2022-06-05,4868,1014,3854
,,,,,,522,2022-06-06,Bolsas pequeñas,24,Franchesca Coronado,211,Tarjeta de credito,522,Cuello,88,2023-08-01,264,2022-06-06,157,3635,-3478
,,,,,,523,2022-06-07,Aqua,23,Diego Albanez,64,Tarjeta de credito,523,Aretes piedra,122,2021-03-01,244,2022-06-07,3463,3144,319
,,,,,,524,2022-06-08,Tipico,72,Kevin ovando,289,Tarjeta de credito,524,Purpura,126,2021-11-01,378,2022-06-08,4268,1595,2673
,,,,,,525,2022-06-09,Adornado,33,Victor hugo,222,Cheque,525,La mirada,120,2022-07-01,600,2022-06-09,5380,2998,2382
,,,,,,526,2022-06-10,Gallo curioso,57,Kevin ovando,409,Tarjeta de credito,526,Purple,82,2022-10-01,246,2022-06-10,5046,2374,2672
,,,,,,527,2022-06-11,Verde oscuro,61,Majo mata,329,Tarjeta de credito,527,Elegancia,149,2022-06-01,298,2022-06-11,3910,1138,2772
,,,,,,528,2022-06-12,Aretes lila,58,Franchesca Coronado,425,Tarjeta de credito,528,Tipico,26,2021-01-01,130,2022-06-12,4710,1876,2834
,,,,,,529,2022-06-13,Quiche,15,Majo mata,79,Tarjeta de credito,529,Bolsas naranjas,55,2023-04-01,220,2022-06-13,6126,984,5142
,,,,,,530,2022-06-14,Pajaro rojo,17,Franchesca Coronado,52,Efectivo,530,Bolsas rojas,55,2022-01-01,220,2022-06-14,879,2239,-1360
,,,,,,531,2022-06-15,Dorado,85,Victor hugo,267,Cheque,531,Flores otoño,13,2022-10-01,26,2022-06-15,4068,1578,2490
,,,,,,532,2022-06-16,Aretes celestes,44,Diego Albanez,61,Cheque,532,Bolsas oscuras,84,2022-06-01,420,2022-06-16,4730,1432,3298
,,,,,,533,2022-06-17,Aretes morados,99,Yolanda perez,280,Efectivo,533,Chichicastenango,36,2022-10-01,144,2022-06-17,1285,781,504
,,,,,,534,2022-06-18,Elegancia,46,Yolanda perez,117,Efectivo,534,Elegante verde,114,2023-05-01,228,2022-06-18,3805,3142,663
,,,,,,535,2022-06-19,Flores otoño,25,Victor hugo,117,Cheque,535,Solola,29,2023-08-01,116,2022-06-19,944,3002,-2058
,,,,,,536,2022-06-20,Verano,13,Bennet Velasquez,222,Tarjeta de credito,536,Aretes piedra,62,2023-01-01,248,2022-06-20,358,2027,-1669
,,,,,,537,2022-06-21,India,93,Sofia ramos,265,Cheque,537,Triangular,67,2022-05-01,201,2022-06-21,4797,3261,1536
,,,,,,538,2022-06-22,Rosa,97,Victor hugo,456,Cheque,538,Aretes calcetin,69,2021-05-01,138,2022-06-22,750,3683,-2933
,,,,,,539,2022-06-23,Adornado,10,Franchesca Coronado,24,Tarjeta de credito,539,Calido,87,2021-03-01,435,2022-06-23,4260,1135,3125
,,,,,,540,2022-06-24,Bolsas adornadas,43,Sofia ramos,208,Efectivo,540,Aretes calidos,135,2023-06-01,405,2022-06-24,2188,592,1596
,,,,,,541,2022-06-25,Aretes marmol,44,Franchesca Coronado,54,Tarjeta de credito,541,Aretes piedra,70,2021-03-01,210,2022-06-25,6778,2227,4551
,,,,,,542,2022-06-26,Colibri colorido,13,Diego Albanez,251,Tarjeta de credito,542,Aretes sombrero,15,2023-04-01,45,2022-06-26,1904,1293,611
,,,,,,543,2022-06-27,Turquesa,61,Bennet Velasquez,246,Tarjeta de credito,543,Baw,20,2023-06-01,60,2022-06-27,1179,1964,-785
,,,,,,544,2022-06-28,Aretes morados,35,Bennet Velasquez,435,Cheque,544,Aretes circulares,33,2023-05-01,132,2022-06-28,5340,1689,3651
,,,,,,545,2022-06-29,Rosa,63,Sofia ramos,207,Efectivo,545,Aquamarino,58,2022-05-01,174,2022-06-29,5304,2341,2963
,,,,,,546,2022-06-30,Maiz,96,Victor hugo,349,Cheque,546,Aretes azules,41,2023-05-01,205,2022-06-30,759,658,101
,,,,,,547,2022-07-01,Aretes purpura,68,Pablo Andres,496,Cheque,547,Bolsas naranjas,15,2023-04-01,45,2022-07-01,1519,3490,-1971
,,,,,,548,2022-07-02,Aretes coloridos,72,Bennet Velasquez,255,Tarjeta de credito,548,Gallina celeste,57,2021-01-01,114,2022-07-02,6479,2270,4209
,,,,,,549,2022-07-03,Gold and black,71,Majo mata,299,Cheque,549,Elegante verde,30,2023-09-01,120,2022-07-03,4686,3179,1507
,,,,,,550,2022-07-04,Rosado,59,Bennet Velasquez,477,Efectivo,550,Charm,38,2021-04-01,76,2022-07-04,2354,2649,-295
,,,,,,551,2022-07-05,Aretes circulares,56,Kevin ovando,216,Efectivo,551,Chichicastenango,43,2022-12-01,215,2022-07-05,2587,824,1763
,,,,,,552,2022-07-06,Aretes grandes beige,19,Diego Albanez,190,Cheque,552,Verde oscuro,112,2021-03-01,224,2022-07-06,4944,1981,2963
,,,,,,553,2022-07-07,Carnaval,57,Yolanda perez,246,Efectivo,553,Aretes calidos,71,2021-05-01,355,2022-07-07,2041,2430,-389
,,,,,,554,2022-07-08,Aretes marmol,89,Pablo Andres,75,Cheque,554,Semi oscura,122,2023-01-01,488,2022-07-08,3312,695,2617
,,,,,,555,2022-07-09,Aretes purpura,96,Kevin Garcia,92,Tarjeta de credito,555,Elegancia,126,2023-05-01,630,2022-07-09,2579,2712,-133
,,,,,,556,2022-07-10,Adornado,81,Bennet Velasquez,417,Tarjeta de credito,556,Invierno,61,2022-12-01,244,2022-07-10,2409,1275,1134
,,,,,,557,2022-07-11,Bolsas oscuras,69,Kevin ovando,208,Efectivo,557,Baw,42,2021-07-01,84,2022-07-11,6623,1093,5530
,,,,,,558,2022-07-12,Rana,47,Kevin Garcia,490,Tarjeta de credito,558,Blanco y negro,52,2021-09-01,104,2022-07-12,4073,3975,98
,,,,,,559,2022-07-13,Naturaleza,34,Bennet Velasquez,400,Cheque,559,Gold and black,150,2021-03-01,600,2022-07-13,158,1384,-1226
,,,,,,560,2022-07-14,Aretes morados,16,Franchesca Coronado,105,Efectivo,560,Purpura,140,2022-10-01,420,2022-07-14,2743,2024,719
,,,,,,561,2022-07-15,Aretes oscuros,19,Majo mata,383,Cheque,561,Aretes azules,74,2022-11-01,222,2022-07-15,5296,2894,2402
,,,,,,562,2022-07-16,Collar simple morado,74,Kevin Garcia,245,Tarjeta de credito,562,Aretes purpura,10,2021-06-01,30,2022-07-16,735,3098,-2363
,,,,,,563,2022-07-17,Bolsas amarillentas,41,Majo mata,411,Efectivo,563,Aretes Plateados,73,2023-09-01,292,2022-07-17,3535,2389,1146
,,,,,,564,2022-07-18,Aretes coloridos,90,Bennet Velasquez,424,Cheque,564,Baw,116,2022-07-01,232,2022-07-18,2297,1842,455
,,,,,,565,2022-07-19,Blue,29,Kevin ovando,178,Tarjeta de credito,565,Purpura,100,2021-04-01,400,2022-07-19,448,3488,-3040
,,,,,,566,2022-07-20,Mar,83,Pablo Andres,100,Efectivo,566,Bolsas naranjas,41,2021-10-01,123,2022-07-20,6453,2748,3705
,,,,,,567,2022-07-21,Cerdo volador,37,Bennet Velasquez,104,Tarjeta de credito,567,Collar simple morado,71,2022-12-01,142,2022-07-21,5740,1810,3930
,,,,,,568,2022-07-22,Papá noel tren,39,Majo mata,59,Cheque,568,Aquamarino,74,2022-11-01,222,2022-07-22,2627,3377,-750
,,,,,,569,2022-07-23,Black,54,Pablo Andres,56,Efectivo,569,Aretes lila,88,2023-09-01,176,2022-07-23,2700,1199,1501
,,,,,,570,2022-07-24,Aretes marmol,52,Kevin Garcia,153,Tarjeta de credito,570,Lorito colorido,13,2022-07-01,52,2022-07-24,4990,3910,1080
,,,,,,571,2022-07-25,San andres,44,Kevin ovando,360,Efectivo,571,Bolsas naranjas,103,2023-05-01,309,2022-07-25,3738,3883,-145
,,,,,,572,2022-07-26,Tribal,59,Kevin Garcia,100,Cheque,572,Papá noel tren,15,2022-01-01,45,2022-07-26,785,905,-120
,,,,,,573,2022-07-27,Aretes circulares,61,Bennet Velasquez,352,Cheque,573,Lorito colorido,138,2021-02-01,690,2022-07-27,6167,2776,3391
,,,,,,574,2022-07-28,Aretes marmol,42,Kevin ovando,173,Tarjeta de credito,574,Aretes lila,95,2023-09-01,475,2022-07-28,2134,2916,-782
,,,,,,575,2022-07-29,Flor primavera,10,Bennet Velasquez,297,Tarjeta de credito,575,Aretes invierno,54,2021-09-01,108,2022-07-29,4399,3162,1237
,,,,,,576,2022-07-30,Aretes hojas,54,Kevin ovando,404,Tarjeta de credito,576,White,49,2022-10-01,245,2022-07-30,813,3308,-2495
,,,,,,577,2022-07-31,Aretes marmol,84,Kevin ovando,74,Cheque,577,Collar calido,29,2021-07-01,116,2022-07-31,876,3621,-2745
,,,,,,578,2022-08-01,Bolsas adornadas,72,Yolanda perez,120,Efectivo,578,Aretes marmol,79,2021-05-01,237,2022-08-01,237,851,-614
,,,,,,579,2022-08-02,Aretes hojas,48,Sofia ramos,493,Efectivo,579,Tipico,98,2023-05-01,490,2022-08-02,968,3780,-2812
,,,,,,580,2022-08-03,Bolsas pequeñas,94,Victor hugo,442,Cheque,580,Aretes oscuros,86,2023-04-01,172,2022-08-03,5157,3123,2034
,,,,,,581,2022-08-04,Bolsas adornadas,11,Victor hugo,476,Efectivo,581,Cascanueces,114,2021-12-01,570,2022-08-04,3121,2381,740
,,,,,,582,2022-08-05,Pavorreal,41,Kevin Garcia,319,Tarjeta de credito,582,Aretes Plateados,72,2022-09-01,144,2022-08-05,4300,1204,3096
,,,,,,583,2022-08-06,Aqua,56,Pablo Andres,457,Tarjeta de credito,583,Carnaval,108,2022-11-01,216,2022-08-06,1709,2575,-866
,,,,,,584,2022-08-07,Bolsas rosadas,34,Pablo Andres,323,Efectivo,584,Aretes elegantes,128,2022-09-01,384,2022-08-07,6546,3427,3119
,,,,,,585,2022-08-08,Frosty trio,22,Victor hugo,279,Cheque,585,Naranja verano,70,2022-08-01,280,2022-08-08,6089,1990,4099
,,,,,,586,2022-08-09,Bolsas oscuras,85,Yolanda perez,149,Tarjeta de credito,586,Pescado naranja,91,2021-01-01,455,2022-08-09,6558,2841,3717
,,,,,,587,2022-08-10,Aretes europa,45,Yolanda perez,35,Tarjeta de credito,587,Collar simple morado,148,2021-01-01,296,2022-08-10,2656,2452,204
,,,,,,588,2022-08-11,Aretes Plateados,95,Pablo Andres,465,Efectivo,588,Rosa,77,2022-02-01,231,2022-08-11,6268,560,5708
,,,,,,589,2022-08-12,Carnaval,29,Kevin ovando,185,Efectivo,589,Papá noel tren,68,2022-01-01,272,2022-08-12,976,3420,-2444
,,,,,,590,2022-08-13,Bolsas amarillentas,41,Diego Albanez,280,Cheque,590,Solola,56,2022-12-01,168,2022-08-13,2019,1271,748
,,,,,,591,2022-08-14,Verano,38,Diego Albanez,306,Tarjeta de credito,591,Flores verano,27,2021-12-01,81,2022-08-14,1116,3783,-2667
,,,,,,592,2022-08-15,Azul oscuro,60,Diego Albanez,490,Efectivo,592,Collar simple morado,98,2021-03-01,196,2022-08-15,4194,2750,1444
,,,,,,593,2022-08-16,Bolsas pequeñas,55,Kevin Garcia,103,Efectivo,593,Naturaleza,61,2022-09-01,244,2022-08-16,1049,1970,-921
,,,,,,594,2022-08-17,Mar,74,Victor hugo,183,Cheque,594,Cerdo volador,118,2022-05-01,236,2022-08-17,2076,3635,-1559
,,,,,,595,2022-08-18,Collar simple morado,91,Majo mata,28,Cheque,595,Aretes purpura,111,2022-03-01,444,2022-08-18,4068,3749,319
,,,,,,596,2022-08-19,Rosado,90,Franchesca Coronado,447,Tarjeta de credito,596,Chichicastenango,129,2023-02-01,387,2022-08-19,1285,1480,-195
,,,,,,597,2022-08-20,Cascanueces,69,Franchesca Coronado,175,Cheque,597,India,94,2021-02-01,376,2022-08-20,3195,3967,-772
,,,,,,598,2022-08-21,Caballito de mar,82,Yolanda perez,224,Cheque,598,Semi oscura,40,2021-02-01,160,2022-08-21,2099,3602,-1503
,,,,,,599,2022-08-22,Flores verano,22,Franchesca Coronado,301,Cheque,599,Rana,95,2022-07-01,475,2022-08-22,2947,725,2222
,,,,,,600,2022-08-23,Aretes hojas,65,Diego Albanez,280,Tarjeta de credito,600,Flores otoño,132,2022-03-01,396,2022-08-23,6407,3788,2619
,,,,,,601,2022-08-24,Frosty en casa,38,Sofia ramos,314,Efectivo,601,Cascanueces viejo,17,2023-02-01,51,2022-08-24,3107,2655,452
,,,,,,602,2022-08-25,Pavorreal,43,Diego Albanez,234,Cheque,602,Aretes invierno,59,2021-09-01,236,2022-08-25,3655,1928,1727
,,,,,,603,2022-08-26,Adornado,56,Sofia ramos,495,Efectivo,603,Quiche,71,2021-03-01,284,2022-08-26,3974,1861,2113
,,,,,,604,2022-08-27,Bolsas con dorado,52,Majo mata,227,Tarjeta de credito,604,Collar simple morado,44,2021-08-01,88,2022-08-27,2669,2265,404
,,,,,,605,2022-08-28,Aretes elegantes,78,Majo mata,389,Cheque,605,Cangrejo dorado,85,2021-04-01,170,2022-08-28,2572,2244,328
,,,,,,606,2022-08-29,Bolsas con dorado,19,Yolanda perez,96,Tarjeta de credito,606,Bolsas rojas,61,2022-01-01,244,2022-08-29,1072,1404,-332
,,,,,,607,2022-08-30,Turquesa,47,Kevin ovando,191,Efectivo,607,Aguila,129,2023-04-01,387,2022-08-30,6022,2921,3101
,,,,,,608,2022-08-31,Verano,94,Diego Albanez,477,Cheque,608,Bolsas rosadas,52,2022-11-01,260,2022-08-31,3153,2137,1016
,,,,,,609,2022-09-01,Aguas escondidas,57,Yolanda perez,329,Efectivo,609,Colibri colorido,37,2023-02-01,148,2022-09-01,959,741,218
,,,,,,610,2022-09-02,Bolsas pequeñas,24,Yolanda perez,103,Cheque,610,Aretes circulares,55,2021-11-01,275,2022-09-02,1674,1351,323
,,,,,,611,2022-09-03,San andres,18,Sofia ramos,265,Cheque,611,Aretes azules,108,2022-08-01,432,2022-09-03,1961,886,1075
,,,,,,612,2022-09-04,Caballito de mar,91,Victor hugo,137,Tarjeta de credito,612,White,123,2021-01-01,615,2022-09-04,2288,983,1305
,,,,,,613,2022-09-05,Invierno,81,Sofia ramos,129,Tarjeta de credito,613,Bolsas amarillas,29,2022-09-01,87,2022-09-05,4272,3985,287
,,,,,,614,2022-09-06,Black,88,Sofia ramos,114,Cheque,614,Caballito de mar,149,2021-08-01,596,2022-09-06,4118,3038,1080
,,,,,,615,2022-09-07,Bolsas naranjas,74,Majo mata,402,Efectivo,615,Cascanueces,86,2022-01-01,430,2022-09-07,5335,1729,3606
,,,,,,616,2022-09-08,Triangular,63,Kevin Garcia,49,Cheque,616,Pajaro rojo,140,2021-02-01,560,2022-09-08,4871,673,4198
,,,,,,617,2022-09-09,Bolsas con dorado,45,Kevin ovando,243,Efectivo,617,Aretes morados,140,2023-06-01,420,2022-09-09,6151,3160,2991
,,,,,,618,2022-09-10,Bolsas coloridas,39,Diego Albanez,57,Efectivo,618,Flores otoño,91,2021-11-01,364,2022-09-10,4016,2280,1736
,,,,,,619,2022-09-11,Verde oscuro,11,Victor hugo,390,Efectivo,619,Bolsas naranjas,135,2021-05-01,405,2022-09-11,6783,716,6067
,,,,,,620,2022-09-12,Xelaju,40,Diego Albanez,67,Efectivo,620,Bolsas rojas,21,2021-09-01,84,2022-09-12,6522,1046,5476
,,,,,,621,2022-09-13,Lorito colorido,89,Kevin Garcia,212,Cheque,621,San andres,122,2021-04-01,366,2022-09-13,4956,1000,3956
,,,,,,622,2022-09-14,Antigua,78,Majo mata,148,Cheque,622,Frosty trio,86,2023-05-01,258,2022-09-14,6943,1916,5027
,,,,,,623,2022-09-15,Bastón de caramelo,88,Majo mata,73,Cheque,623,Gallina celeste,53,2022-11-01,212,2022-09-15,6005,711,5294
,,,,,,624,2022-09-16,Aretes sombrero,89,Franchesca Coronado,57,Cheque,624,Collar calido,36,2023-02-01,180,2022-09-16,4084,2466,1618
,,,,,,625,2022-09-17,Bolsas con dorado,64,Sofia ramos,292,Tarjeta de credito,625,Guatemala,107,2021-09-01,214,2022-09-17,3626,1392,2234
,,,,,,626,2022-09-18,Triangular,66,Majo mata,345,Cheque,626,Rosado,73,2021-03-01,365,2022-09-18,5693,3116,2577
,,,,,,627,2022-09-19,Adornado,86,Pablo Andres,492,Cheque,627,Quiche,62,2023-06-01,310,2022-09-19,2029,2463,-434
,,,,,,628,2022-09-20,Tipico,25,Bennet Velasquez,417,Tarjeta de credito,628,San marcos,147,2023-04-01,588,2022-09-20,772,2637,-1865
,,,,,,629,2022-09-21,Aquamarino,49,Kevin Garcia,416,Cheque,629,Tipico,39,2022-06-01,117,2022-09-21,1086,1825,-739
,,,,,,630,2022-09-22,Guatemala,38,Kevin Garcia,403,Efectivo,630,Azul oscuro,87,2021-09-01,435,2022-09-22,3179,1047,2132
,,,,,,631,2022-09-23,Cuello,55,Bennet Velasquez,145,Cheque,631,Gold and black,58,2021-10-01,232,2022-09-23,2789,1597,1192
,,,,,,632,2022-09-24,Chichicastenango,37,Bennet Velasquez,137,Cheque,632,Solola,73,2022-06-01,219,2022-09-24,2083,1806,277
,,,,,,633,2022-09-25,Quiche,96,Victor hugo,39,Tarjeta de credito,633,San andres,111,2022-08-01,555,2022-09-25,2768,1251,1517
,,,,,,634,2022-09-26,Antigua,53,Pablo Andres,173,Efectivo,634,Chichicastenango,130,2022-11-01,650,2022-09-26,5740,2599,3141
,,,,,,635,2022-09-27,Flores otoño,63,Majo mata,355,Efectivo,635,Aguila,22,2021-12-01,88,2022-09-27,1234,2752,-1518
,,,,,,636,2022-09-28,Rosado,40,Diego Albanez,12,Tarjeta de credito,636,Congelado,88,2023-05-01,176,2022-09-28,5560,2145,3415
,,,,,,637,2022-09-29,Aretes elegantes,77,Majo mata,399,Tarjeta de credito,637,Cascanueces viejo,140,2022-04-01,280,2022-09-29,1408,598,810
,,,,,,638,2022-09-30,Bolsas adornadas,43,Diego Albanez,230,Efectivo,638,Bolsas coloridas,132,2021-09-01,396,2022-09-30,4272,3956,316
,,,,,,639,2022-10-01,Aguila,53,Pablo Andres,370,Efectivo,639,Aretes circulares,92,2023-06-01,184,2022-10-01,5185,1174,4011
,,,,,,640,2022-10-02,Cangrejo dorado,17,Kevin Garcia,310,Tarjeta de credito,640,Aretes calidos,37,2023-07-01,111,2022-10-02,1063,3672,-2609
,,,,,,641,2022-10-03,Naranja verano,54,Kevin Garcia,442,Cheque,641,Gold and black,149,2021-02-01,447,2022-10-03,2322,2447,-125
,,,,,,642,2022-10-04,Nebaj,40,Kevin ovando,91,Cheque,642,Carnaval,27,2021-06-01,108,2022-10-04,1020,665,355
,,,,,,643,2022-10-05,Caballito de mar,42,Kevin ovando,372,Efectivo,643,Buho,126,2021-02-01,378,2022-10-05,2159,2577,-418
,,,,,,644,2022-10-06,Lorito colorido,36,Sofia ramos,298,Tarjeta de credito,644,Colibri colorido,150,2021-12-01,600,2022-10-06,3729,2610,1119
,,,,,,645,2022-10-07,Naturaleza,97,Pablo Andres,445,Cheque,645,Pavorreal,31,2023-03-01,155,2022-10-07,2669,3386,-717
,,,,,,646,2022-10-08,Lorito colorido,41,Franchesca Coronado,20,Efectivo,646,Aretes turquesa,76,2023-02-01,380,2022-10-08,4855,3202,1653
,,,,,,647,2022-10-09,Gallo curioso,74,Sofia ramos,34,Cheque,647,Papa noel,49,2021-08-01,98,2022-10-09,5262,2013,3249
,,,,,,648,2022-10-10,Aretes europa,16,Pablo Andres,245,Efectivo,648,Aretes coloridos,79,2021-02-01,395,2022-10-10,6945,1068,5877
,,,,,,649,2022-10-11,Aretes morados,12,Pablo Andres,379,Efectivo,649,Aretes turquesa,129,2021-01-01,258,2022-10-11,291,3495,-3204
,,,,,,650,2022-10-12,Blanco y negro,90,Victor hugo,21,Tarjeta de credito,650,Aretes coloridos,64,2022-05-01,192,2022-10-12,5390,3058,2332
,,,,,,651,2022-10-13,Pavorreal,33,Bennet Velasquez,278,Tarjeta de credito,651,Rosa,96,2022-08-01,384,2022-10-13,3125,2674,451
,,,,,,652,2022-10-14,Cuello,35,Kevin Garcia,374,Tarjeta de credito,652,Blanco y negro,10,2021-10-01,50,2022-10-14,2860,993,1867
,,,,,,653,2022-10-15,Solola,43,Bennet Velasquez,137,Cheque,653,Azul,67,2021-07-01,134,2022-10-15,5936,2513,3423
,,,,,,654,2022-10-16,Pescado naranja,96,Diego Albanez,331,Tarjeta de credito,654,Aretes sombrero,112,2022-03-01,224,2022-10-16,4975,2682,2293
,,,,,,655,2022-10-17,Congelado,53,Victor hugo,400,Cheque,655,Aretes circulares,81,2022-11-01,324,2022-10-17,3737,3162,575
,,,,,,656,2022-10-18,Aretes elegantes,71,Bennet Velasquez,174,Efectivo,656,Azul,100,2023-03-01,200,2022-10-18,3670,3601,69
,,,,,,657,2022-10-19,White,26,Victor hugo,500,Cheque,657,San andres,12,2021-08-01,24,2022-10-19,2170,2960,-790
,,,,,,658,2022-10-20,Aretes hojas,77,Bennet Velasquez,378,Cheque,658,Aretes azules,85,2021-09-01,170,2022-10-20,2719,3998,-1279
,,,,,,659,2022-10-21,Morado claro,64,Kevin Garcia,236,Tarjeta de credito,659,Collar calido,134,2022-11-01,268,2022-10-21,5716,1564,4152
,,,,,,660,2022-10-22,Collar simple morado,76,Bennet Velasquez,90,Efectivo,660,Soleado,102,2021-02-01,204,2022-10-22,511,3821,-3310
,,,,,,661,2022-10-23,Guatemala,24,Pablo Andres,497,Efectivo,661,Aretes verano,100,2022-04-01,500,2022-10-23,2792,3325,-533
,,,,,,662,2022-10-24,Aretes coloridos,92,Pablo Andres,287,Tarjeta de credito,662,Triangular,22,2021-11-01,88,2022-10-24,5434,3704,1730
,,,,,,663,2022-10-25,Cangrejo dorado,93,Bennet Velasquez,66,Tarjeta de credito,663,Aquamarino,58,2023-02-01,290,2022-10-25,4379,2259,2120
,,,,,,664,2022-10-26,Aretes coloridos,32,Sofia ramos,245,Cheque,664,Aretes coloridos,17,2021-05-01,51,2022-10-26,1131,2515,-1384
,,,,,,665,2022-10-27,Papá noel tren,93,Franchesca Coronado,286,Tarjeta de credito,665,Triangular,66,2023-01-01,132,2022-10-27,1565,3574,-2009
,,,,,,666,2022-10-28,Flores otoño,73,Majo mata,278,Efectivo,666,Frio,95,2022-07-01,475,2022-10-28,6821,936,5885
,,,,,,667,2022-10-29,Aretes turquesa,95,Majo mata,22,Efectivo,667,Semi oscura,91,2023-03-01,273,2022-10-29,2173,1384,789
,,,,,,668,2022-10-30,Carnaval,13,Victor hugo,106,Efectivo,668,Gold and black,19,2022-01-01,38,2022-10-30,3431,3504,-73
,,,,,,669,2022-10-31,Azul oscuro,87,Kevin Garcia,92,Efectivo,669,Cascanueces,37,2022-10-01,185,2022-10-31,2155,1697,458
,,,,,,670,2022-11-01,Rosado,93,Kevin Garcia,486,Efectivo,670,Aretes celestes,63,2022-12-01,126,2022-11-01,6897,2450,4447
,,,,,,671,2022-11-02,Collar simple morado,60,Bennet Velasquez,218,Tarjeta de credito,671,Azul,19,2021-10-01,95,2022-11-02,167,1825,-1658
,,,,,,672,2022-11-03,Dorado,69,Franchesca Coronado,148,Efectivo,672,Aretes turquesa,44,2021-10-01,220,2022-11-03,6568,2921,3647
,,,,,,673,2022-11-04,Bolsas pequeñas,74,Victor hugo,183,Efectivo,673,Chichicastenango,44,2022-02-01,132,2022-11-04,1231,2143,-912
,,,,,,674,2022-11-05,Pescado naranja,97,Diego Albanez,195,Cheque,674,Baw,42,2021-11-01,210,2022-11-05,877,2354,-1477
,,,,,,675,2022-11-06,Aquamarino,45,Victor hugo,377,Tarjeta de credito,675,Bolsas rosadas,83,2022-08-01,249,2022-11-06,1727,1298,429
,,,,,,676,2022-11-07,Purple,74,Franchesca Coronado,60,Efectivo,676,Gallo curioso,88,2022-02-01,440,2022-11-07,2763,3103,-340
,,,,,,677,2022-11-08,Cascanueces,98,Majo mata,363,Tarjeta de credito,677,Quiche,11,2023-07-01,33,2022-11-08,5382,1620,3762
,,,,,,678,2022-11-09,Aretes piedra,30,Sofia ramos,20,Tarjeta de credito,678,Aretes azules,17,2021-10-01,85,2022-11-09,1483,1827,-344
,,,,,,679,2022-11-10,Aretes calidos,62,Sofia ramos,353,Tarjeta de credito,679,Mar,116,2023-06-01,348,2022-11-10,2921,2677,244
,,,,,,680,2022-11-11,Papá noel tren,12,Pablo Andres,297,Efectivo,680,Bolsas coloridas,76,2021-07-01,304,2022-11-11,574,529,45
,,,,,,681,2022-11-12,Lorito colorido,13,Franchesca Coronado,493,Tarjeta de credito,681,Frio,52,2023-09-01,156,2022-11-12,5424,1834,3590
,,,,,,682,2022-11-13,Aretes grandes beige,82,Kevin Garcia,253,Tarjeta de credito,682,Frosty trio,74,2023-02-01,296,2022-11-13,1086,3004,-1918
,,,,,,683,2022-11-14,Bolsas rosadas,44,Kevin Garcia,160,Efectivo,683,Dorado,132,2023-04-01,660,2022-11-14,1033,3855,-2822
,,,,,,684,2022-11-15,Tribal,71,Majo mata,282,Efectivo,684,Lorito colorido,31,2022-05-01,93,2022-11-15,1335,3015,-1680
,,,,,,685,2022-11-16,Colibri colorido,98,Yolanda perez,21,Efectivo,685,Tribal,16,2023-07-01,64,2022-11-16,2793,3452,-659
,,,,,,686,2022-11-17,Bolsas amarillentas,94,Franchesca Coronado,392,Tarjeta de credito,686,Bolsas amarillentas,114,2022-07-01,342,2022-11-17,4808,2482,2326
,,,,,,687,2022-11-18,Aretes piedra,38,Diego Albanez,322,Efectivo,687,Adornado,33,2021-02-01,132,2022-11-18,3282,1903,1379
,,,,,,688,2022-11-19,Colibri colorido,87,Majo mata,197,Cheque,688,Bolsas adornadas,31,2022-02-01,155,2022-11-19,6430,1766,4664
,,,,,,689,2022-11-20,Morado claro,97,Majo mata,254,Cheque,689,Aretes elegantes,136,2023-09-01,272,2022-11-20,1579,3080,-1501
,,,,,,690,2022-11-21,Blanco y negro,35,Kevin ovando,390,Tarjeta de credito,690,Bolsas amarillentas,139,2023-05-01,556,2022-11-21,661,2685,-2024
,,,,,,691,2022-11-22,Dorado,17,Victor hugo,55,Cheque,691,Aretes invierno,144,2023-04-01,432,2022-11-22,3849,3250,599
,,,,,,692,2022-11-23,Lorito colorido,13,Kevin ovando,428,Tarjeta de credito,692,Papá noel tren,111,2022-02-01,444,2022-11-23,104,2511,-2407
,,,,,,693,2022-11-24,Frio,61,Majo mata,233,Efectivo,693,Aretes purpura,46,2023-04-01,230,2022-11-24,4812,554,4258
,,,,,,694,2022-11-25,Carnaval,45,Bennet Velasquez,445,Tarjeta de credito,694,Rosado,135,2023-05-01,675,2022-11-25,1861,2305,-444
,,,,,,695,2022-11-26,Pajaro rojo,50,Franchesca Coronado,113,Tarjeta de credito,695,Frio,25,2022-10-01,75,2022-11-26,2984,2995,-11
,,,,,,696,2022-11-27,Caballito de mar,11,Bennet Velasquez,80,Tarjeta de credito,696,Bolsas amarillas,130,2021-04-01,520,2022-11-27,6245,847,5398
,,,,,,697,2022-11-28,Blanco y negro,30,Kevin ovando,293,Tarjeta de credito,697,Flor,79,2021-04-01,158,2022-11-28,5665,2020,3645
,,,,,,698,2022-11-29,Gallo curioso,62,Franchesca Coronado,481,Tarjeta de credito,698,Chimaltenango,54,2022-04-01,108,2022-11-29,5186,1069,4117
,,,,,,699,2022-11-30,Aguila,50,Majo mata,402,Cheque,699,Pescado naranja,105,2023-07-01,525,2022-11-30,441,500,-59
